MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA5,SMR_VSA7,SlogP_VSA2,SlogP_VSA5,SlogP_VSA6,TPSA,EState_VSA10,EState_VSA2,EState_VSA8,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,FractionCSP3,HeavyAtomCount,NOCount,NumHeteroatoms,NumRotatableBonds,MolLogP,MolMR
12.0276171579743,-0.6019444444444442,12.0276171579743,0.0943083900226762,0.4926857254005252,257.289,242.16899999999995,257.10519334,98.0,1.1578947368421053,1.7894736842105263,2.3684210526315788,2.3099275232355083,615.0329677668847,13.991199352633217,10.805162060755066,10.805162060755066,8.986071002992368,5.8567051756094655,5.8567051756094655,4.387038969532339,4.387038969532339,2.845224712199668,2.845224712199668,1.8291119545257613,1.8291119545257613,-2.49,17136.77795297172,12.953835471677928,5.017942788748113,2.678480918868303,110.9925154475102,15.57705782580294,18.19910120538483,37.10711151969846,11.753753343145172,0.0,14.637927532712576,11.656691562635412,13.847474399381248,53.08855688586065,11.075832682792557,21.48489165916281,36.39820241076966,72.55,9.901064578912528,11.3129633249809,0.0,12.0276171579743,9.697549760644998,7.728880850957872,-0.2686460695389263,9.919170190446344,0.1333333333333333,19.0,4.0,4.0,2.0,2.8104400000000003,73.39370000000001
12.062526455026454,-0.8846990740740746,12.062526455026454,0.1359693877551016,0.3263946759479362,255.31399999999996,234.146,255.147058152,102.0,1.4444444444444444,2.111111111111111,2.611111111111111,2.910436658694183,340.0027448762752,13.759148545064338,11.485984151291229,11.485984151291229,8.409014043794347,6.352251837044929,6.352251837044929,5.007291690708437,5.007291690708437,2.684783800672574,2.684783800672574,1.9885800075279072,1.9885800075279072,-1.39,6523.178961013632,14.670204695966284,5.977386808187042,3.5500433234629227,107.512220891499,9.574451537536682,18.500271549367174,27.19203322199788,6.4208216229260096,5.711685002770702,19.163525905680327,17.464235237087493,52.558464478524215,0.0,29.67216801258409,46.95741366754052,5.15571272675054,64.96000000000001,9.589074368143644,12.204066569290948,5.15571272675054,28.96085553665911,3.899195956160242,-0.2379648526077098,-1.531637849584278,0.0,0.7692307692307693,18.0,5.0,5.0,5.0,2.0898,67.25400000000005
11.772197709330646,-0.585578441253044,11.772197709330646,0.1169663527843538,0.6494112657660053,303.314,286.178,303.110672644,116.0,1.2272727272727273,1.9545454545454544,2.6818181818181817,1.8777840203194636,735.5562915483168,16.112519696192862,12.151807616588863,12.151807616588863,10.502907755397974,6.845653356422315,6.845653356422315,4.814021581241515,4.814021581241515,3.313247605082936,3.313247605082936,2.028733592645708,2.028733592645708,-2.76,83770.05100824485,15.625492665093974,6.797824876212794,3.46204679132007,126.76788429907232,19.517017391272816,12.13273413692322,25.47729295953985,18.80796704598726,12.30080995936138,19.744454927553285,5.969305287951849,19.88931522852921,58.00938597643894,27.35634168993753,22.472738293543287,41.32321609799295,88.76,19.802129157825057,23.66935712277772,0.0,23.01595126548253,19.11068320888924,0.1795803710702366,-0.9722645843614446,7.459772561394516,0.25,22.0,6.0,6.0,5.0,1.81502,80.11010000000003
12.755523589065255,-4.007588577097503,12.755523589065255,0.0576832955404382,0.4206316902185369,372.4540000000001,352.2940000000001,372.13684488000007,136.0,1.3076923076923077,2.076923076923077,2.730769230769231,2.3508470360419857,947.7206156369028,19.156489770562874,14.685187811408472,15.501684392336198,12.313698932843206,7.8542262770844,9.337389524678793,5.831261303335419,7.48208542958135,3.1893477498313305,4.555778072010392,2.165951343958063,3.243236956126612,-3.120000000000001,435082.8588364916,19.207993961993104,8.310391868515724,5.188633020425368,152.5960626034552,10.633577208012662,12.13273413692322,44.5337642961537,24.122914247057675,5.687386274683562,8.417796984328938,27.35761827151854,31.70853590373761,48.2889739772312,25.403170903167943,19.410925891078243,52.613410693687655,119.27,8.417796984328938,16.89687887340957,25.332055326047627,7.323128746103584,14.616066696986092,2.1472100462468444,-0.1455012807592166,8.999192900720036,0.2352941176470588,26.0,8.0,9.0,5.0,2.247,100.3399
11.78461262282691,-0.9069444444444444,11.78461262282691,0.0452695368270759,0.6668838888497146,279.67900000000003,269.599,279.02983548,98.0,1.5263157894736843,2.263157894736842,2.9473684210526314,2.625553539172591,720.390376895569,13.991199352633217,9.773537579032372,10.529466525050829,9.04091255785876,5.368167057185512,5.746131530194739,3.7547735168290863,4.191209297301071,2.485203852001522,2.7203009547892605,1.649560433106293,1.8216634570591608,-2.27,17792.541378631482,13.168488081388784,5.155308319269329,2.4584434926369174,112.63697046625296,14.827368869587964,24.25589568066489,18.19910120538483,10.408857528206122,5.516700717616262,14.637927532712576,28.47317011026542,0.0,51.79394588037936,22.66669316825268,10.357988675768818,35.64859417988903,79.39,14.69560176298435,6.606881964512918,11.562914204545706,25.93503816907421,10.722599884599791,-0.8256740257831516,-1.3333528596623831,4.532602513227513,0.0769230769230769,19.0,5.0,6.0,3.0,2.2299,71.72300000000001
13.03829837490552,0.0641203703703705,13.03829837490552,0.0641203703703705,0.870763155680302,295.386,274.218,295.168462292,114.0,0.9090909090909092,1.5,2.1818181818181817,2.13661877431872,696.2365534912799,15.689869965382488,13.282904792853842,13.282904792853842,10.592224152875016,7.47734819314465,7.47734819314465,5.824946840027761,5.824946840027761,4.04566649707193,4.04566649707193,2.829569595971779,2.829569595971779,-2.33,121796.65795900564,14.600750279659508,5.811942248812526,2.4607973147759346,131.11334196906532,14.699729192551434,24.26546827384644,38.36081223920082,20.13718479450234,22.62561031574768,4.794537184071822,22.969338553402192,0.0,54.09438803938988,45.0396182200587,10.357988675768818,48.53093654769288,26.79,4.794537184071822,5.907179729351506,15.866186530162564,19.11398998488284,0.0,3.722097505668935,0.0641203703703705,15.877652825018895,0.2777777777777778,22.0,4.0,4.0,3.0,2.976300000000001,91.17750000000004
5.491801006483096,0.3169485310831812,5.491801006483096,0.3169485310831812,0.6816650616704535,232.291,216.163,232.143644512,90.0,1.4705882352941178,2.3529411764705883,3.0588235294117645,2.109917827129535,478.31882441771154,12.08757566981053,9.772362206818022,9.772362206818022,8.292024997884274,5.674926921989464,5.674926921989464,3.754344580955931,3.754344580955931,2.357289753833377,2.357289753833377,1.4629575475412822,1.4629575475412822,-2.11,11496.5344541019,11.37761921660123,5.288484069716203,2.9295563367075346,99.67457659602672,11.050456081168516,13.344558822616634,18.55355575984923,18.305051469222647,0.0,0.0,11.766202058821523,19.765380445542643,18.3295777085363,26.710077064409067,19.765380445542643,18.3295777085363,92.51,0.0,0.0,32.405846462193445,8.309442318594105,9.876045654181477,6.38712366332361,1.7361734880412738,3.769729544595616,0.3636363636363636,17.0,6.0,6.0,5.0,1.6608999999999996,67.42380000000001
10.737891156462585,-1.1402764917695472,10.737891156462585,0.2021720679012346,0.3735857271516075,189.171,178.08299999999997,189.074955832,74.0,1.0769230769230769,1.6153846153846154,2.076923076923077,3.515971525738806,215.9249038079664,10.267584713501616,6.870629079640816,6.870629079640816,6.057749310264367,3.511994476876006,3.511994476876006,2.151322140061851,2.151322140061851,1.0682925249932769,1.0682925249932769,0.4877289955223737,0.4877289955223737,-1.63,556.941396906299,11.37,5.950021553174847,6.755728061716491,74.2823767163687,21.47377208001555,0.0,0.0,0.0,13.08951281182515,19.49013894705617,17.78366474665486,0.0,0.0,42.52446135923329,0.0,0.0,121.52,14.383611552215466,13.08951281182515,10.633577208012662,31.23583081380701,12.418330341395816,4.942580913538254,-2.17298482510288,0.0,0.5,13.0,7.0,7.0,5.0,-2.737899999999999,42.70960000000001
11.25667044595616,-0.1712962962962958,11.25667044595616,0.1712962962962958,0.3812272609729427,164.208,152.11199999999997,164.094963004,64.0,1.3333333333333333,1.8333333333333333,2.25,2.899514062768118,277.0849389236156,9.137828201504696,7.242213231911951,7.242213231911951,5.609060905280622,3.704510633274949,3.704510633274949,2.7820831005636437,2.7820831005636437,1.6188622630965366,1.6188622630965366,0.8997732259585303,0.8997732259585303,-1.35,473.955341085275,8.743896713615024,3.3642191522324087,1.826040905770636,71.75761195018161,0.0,17.696185628620217,19.056471336613843,12.611123474374184,0.0,4.794537184071822,5.907179729351506,6.923737199690624,35.392371257240434,17.963764235983227,15.921440167465814,24.26546827384644,46.33,4.794537184071822,5.907179729351506,0.0,11.25667044595616,1.074074074074074,1.7470597127739989,5.118498677248677,7.30111111111111,0.2222222222222222,12.0,3.0,3.0,1.0,0.94072,47.45990000000002
10.777314814814815,-0.263333333333333,10.777314814814815,0.263333333333333,0.330985552998467,136.15399999999997,128.08999999999995,136.063662876,52.0,1.3,1.9,2.4,2.8526279288191434,220.3075329961489,7.397341225498538,5.372349905601618,5.372349905601618,4.842535255101096,2.9034828823497043,2.9034828823497043,1.839487116313777,1.839487116313777,1.1670721145913865,1.1670721145913865,0.672860900963318,0.672860900963318,-1.35,237.587417309747,6.765606936416185,2.982672088871256,1.3265923542001907,58.817756234793066,0.0,18.19910120538483,12.13273413692322,5.563451491696996,0.0,4.794537184071822,5.907179729351506,0.0,35.89528683400505,5.907179729351506,10.357988675768818,30.33183534230805,55.12,4.794537184071822,5.907179729351506,0.0,10.777314814814815,0.0,2.6163888888888893,4.641186696900983,8.798442932728646,0.0,10.0,3.0,3.0,1.0,0.2900999999999996,38.09560000000002
